Status of existing checking account,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),car (used),0.20864971937933313,unknown/ no savings account,4 <= ... < 7 years,0.6666666666666667,male : single,none,1.0,building society savings agreement/ life insurance,0.42857142857142855,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.16176470588235292,critical account/ other credits existing (not at this bank),radio/television,0.06718388907230109,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,1.0,unknown / no property,0.28571428571428575,none,for free,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.20588235294117646,all credits at this bank paid back duly,car (new),0.06558820292725871,... < 100 DM,4 <= ... < 7 years,1.0,male : single,none,1.0,unknown / no property,0.23214285714285715,none,for free,0.3333333333333333,unskilled - resident,1.0,none,yes
no checking account,0.47058823529411764,delay in paying off in the past,car (new),0.5846263893474194,... < 100 DM,>= 7 years,0.3333333333333333,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.46428571428571425,none,own,0.3333333333333333,skilled employee / official,1.0,"yes, registered under the customers name",yes
no checking account,0.2941176470588235,existing credits paid back duly till now,car (new),0.06734896005282272,100 <= ... < 500 DM,< 1 year,1.0,male : married/widowed,none,0.6666666666666667,real estate,0.25000000000000006,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.08823529411764706,existing credits paid back duly till now,retraining,0.03543523715197534,unknown/ no savings account,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,0.6666666666666667,building society savings agreement/ life insurance,0.37499999999999994,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.16176470588235292,critical account/ other credits existing (not at this bank),furniture/equipment,0.17018818091779467,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,0.3333333333333333,unknown / no property,0.16071428571428575,none,for free,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.16176470588235292,existing credits paid back duly till now,car (new),0.20408275558490152,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,female : divorced/separated/married,none,0.3333333333333333,building society savings agreement/ life insurance,0.17857142857142855,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.07352941176470588,existing credits paid back duly till now,car (new),0.18306371739848135,100 <= ... < 500 DM,1 <= ... < 4 years,0.0,male : single,guarantor,0.3333333333333333,real estate,0.125,none,rent,0.0,skilled employee / official,1.0,none,no
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),car (used),0.30560140860570045,>= 1000 DM,1 <= ... < 4 years,1.0,male : single,none,0.3333333333333333,real estate,0.14285714285714285,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.20588235294117646,delay in paying off in the past,business,0.10559040387366568,... < 100 DM,1 <= ... < 4 years,1.0,male : married/widowed,none,0.3333333333333333,"car or other, not in attribute 6",0.16071428571428575,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.2941176470588235,existing credits paid back duly till now,radio/television,0.12044679212061186,... < 100 DM,< 1 year,1.0,female : divorced/separated/married,none,1.0,real estate,0.28571428571428575,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.338235294117647,critical account/ other credits existing (not at this bank),furniture/equipment,0.23528117090348852,>= 1000 DM,< 1 year,1.0,male : single,none,0.3333333333333333,real estate,0.23214285714285715,stores,own,0.3333333333333333,unskilled - resident,1.0,"yes, registered under the customers name",yes
no checking account,0.08823529411764706,existing credits paid back duly till now,furniture/equipment,0.10784637394079453,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : single,none,0.3333333333333333,real estate,0.10714285714285715,bank,rent,0.0,unskilled - resident,0.0,none,yes
no checking account,0.16176470588235292,existing credits paid back duly till now,furniture/equipment,0.10845163420270716,500 <= ... < 1000 DM,1 <= ... < 4 years,0.3333333333333333,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.01785714285714285,none,rent,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.20588235294117646,existing credits paid back duly till now,radio/television,0.11769560911191813,... < 100 DM,< 1 year,1.0,female : divorced/separated/married,none,0.0,"car or other, not in attribute 6",0.14285714285714285,stores,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.1176470588235294,critical account/ other credits existing (not at this bank),furniture/equipment,0.16952789699570817,... < 100 DM,>= 7 years,0.3333333333333333,male : single,none,1.0,building society savings agreement/ life insurance,0.41071428571428575,stores,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.47058823529411764,existing credits paid back duly till now,business,0.39391438318476946,unknown/ no savings account,>= 7 years,0.6666666666666667,male : single,none,0.3333333333333333,building society savings agreement/ life insurance,0.32142857142857145,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,furniture/equipment,0.022119511389897654,... < 100 DM,>= 7 years,1.0,female : divorced/separated/married,none,1.0,building society savings agreement/ life insurance,0.0892857142857143,none,rent,0.0,skilled employee / official,0.0,none,yes
no checking account,0.47058823529411764,delay in paying off in the past,furniture/equipment,0.4087157477715418,500 <= ... < 1000 DM,4 <= ... < 7 years,0.3333333333333333,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.37499999999999994,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... >= 200 DM / salary assignments for at least 1 year,0.029411764705882346,critical account/ other credits existing (not at this bank),car (new),0.06014086057004511,... < 100 DM,>= 7 years,0.0,male : single,none,1.0,real estate,0.48214285714285715,none,own,0.3333333333333333,skilled employee / official,1.0,none,no
... < 0 DM,0.2941176470588235,critical account/ other credits existing (not at this bank),business,0.06228678331682623,100 <= ... < 500 DM,4 <= ... < 7 years,1.0,male : single,none,0.0,real estate,0.125,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.16176470588235292,existing credits paid back duly till now,domestic appliances,0.034334763948497854,unknown/ no savings account,< 1 year,1.0,female : divorced/separated/married,none,0.0,real estate,0.0892857142857143,none,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,furniture/equipment,0.18377902498074172,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : single,co-applicant,0.3333333333333333,building society savings agreement/ life insurance,0.17857142857142855,none,own,0.0,unskilled - resident,1.0,none,yes
0 <= ... < 200 DM,0.10294117647058824,critical account/ other credits existing (not at this bank),car (new),0.05898536370639375,>= 1000 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.37499999999999994,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
... < 0 DM,0.20588235294117646,all credits at this bank paid back duly,radio/television,0.09298998569384835,... < 100 DM,< 1 year,0.6666666666666667,male : single,co-applicant,1.0,unknown / no property,0.30357142857142855,bank,for free,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
no checking account,0.47058823529411764,existing credits paid back duly till now,radio/television,0.1840541432816111,... < 100 DM,>= 7 years,1.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.16071428571428575,none,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.07352941176470588,existing credits paid back duly till now,car (new),0.06448772972378122,... < 100 DM,< 1 year,0.6666666666666667,male : single,none,0.3333333333333333,unknown / no property,0.14285714285714285,none,for free,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
no checking account,0.38235294117647056,critical account/ other credits existing (not at this bank),radio/television,0.35721360184879497,unknown/ no savings account,4 <= ... < 7 years,0.3333333333333333,male : single,none,0.6666666666666667,building society savings agreement/ life insurance,0.30357142857142855,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.2941176470588235,existing credits paid back duly till now,car (used),0.41619896555518876,... < 100 DM,4 <= ... < 7 years,0.6666666666666667,male : single,none,0.6666666666666667,"car or other, not in attribute 6",0.33928571428571425,none,own,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
no checking account,0.2941176470588235,existing credits paid back duly till now,car (used),0.49669858038956755,unknown/ no savings account,1 <= ... < 4 years,0.3333333333333333,male : divorced/separated,none,1.0,unknown / no property,0.5178571428571428,none,for free,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.38235294117647056,critical account/ other credits existing (not at this bank),car (new),0.10625068779575217,unknown/ no savings account,>= 7 years,1.0,male : single,none,1.0,real estate,0.30357142857142855,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.20588235294117646,critical account/ other credits existing (not at this bank),radio/television,0.04666006382744581,... < 100 DM,unemployed,1.0,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.8214285714285714,none,own,0.3333333333333333,unemployed/ unskilled - non-resident,0.0,none,yes
0 <= ... < 200 DM,0.2941176470588235,existing credits paid back duly till now,furniture/equipment,0.20947507428194126,... < 100 DM,4 <= ... < 7 years,0.6666666666666667,male : divorced/separated,none,0.6666666666666667,"car or other, not in attribute 6",0.42857142857142855,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,education,0.029987894794761747,... < 100 DM,< 1 year,1.0,female : divorced/separated/married,none,1.0,building society savings agreement/ life insurance,0.6071428571428572,none,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.2941176470588235,critical account/ other credits existing (not at this bank),business,0.14168592494772753,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,none,0.6666666666666667,unknown / no property,0.26785714285714285,none,own,0.3333333333333333,skilled employee / official,1.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.6470588235294117,existing credits paid back duly till now,business,0.8485748872014967,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.07142857142857145,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
